RestingMembranePotential,SpikeAmplitude,Species,Strain,ElectrodeType,PrepType,NeuronType,Title,PubYear,PubmedLink,DataTableLinks,ArticleLink,LastAuthor
,,Mice,C57BL,Patch-clamp,in vitro,Subthalamic nucleus neuron,Roles of the subthalamic nucleus and subthalamic HCN channels in absence seizures.,2012,http://www.ncbi.nlm.nih.gov/pubmed/22013231/,,http://neuroelectro.org/article/32142/,Imoto K
-44.2,,Mice,C57BL,Patch-clamp,in vitro,Superior colliculus superficial layer neuron,Postsynaptic action of BDNF on GABAergic synaptic transmission in the superficial layers of the mouse superior colliculus.,2002,http://www.ncbi.nlm.nih.gov/pubmed/12163512/,http://neuroelectro.org/data_table/910/,http://neuroelectro.org/article/34456/,Grantyn R
-43,80.25,Rats,Sprague-Dawley,Patch-clamp,in vitro,Suprachiasmatic nucleus neuron,Afterhyperpolarization regulates firing rate in neurons of the suprachiasmatic nucleus.,2003,http://www.ncbi.nlm.nih.gov/pubmed/12629163/,http://neuroelectro.org/data_table/2793/,http://neuroelectro.org/article/37056/,Sather WA
,58.2,Rats,Sprague-Dawley,Sharp,in vitro,Suprachiasmatic nucleus neuron,Membrane properties of rat suprachiasmatic nucleus neurons receiving optic nerve input.,1993,http://www.ncbi.nlm.nih.gov/pubmed/8229799/,,http://neuroelectro.org/article/39223/,Dudek FE
-55.4,59.3,Rats,Wistar,Patch-clamp,in vitro,Suprachiasmatic nucleus neuron,Electrophysiological and morphological heterogeneity of neurons in slices of rat suprachiasmatic nucleus.,1998,http://www.ncbi.nlm.nih.gov/pubmed/9503337/,http://neuroelectro.org/data_table/10085/; http://neuroelectro.org/data_table/10087/,http://neuroelectro.org/article/43073/,Hermes ML
-52.9,,Rats,Wistar,Patch-clamp,in vitro,Suprachiasmatic nucleus neuron,Neuromedin C decreases potassium conductance and increases a non-specific conductance in rat suprachiasmatic neurones in brain slices in vitro.,1997,http://www.ncbi.nlm.nih.gov/pubmed/9098531/,,http://neuroelectro.org/article/82196/,Pinnock RD
-51.36,60.01,Rats,Sprague-Dawley,Patch-clamp,in vitro,Suprachiasmatic nucleus neuron,Temperature-sensitive properties of rat suprachiasmatic nucleus neurons.,2001,http://www.ncbi.nlm.nih.gov/pubmed/11506983/,,http://neuroelectro.org/article/85546/,Boulant JA
-56.9,58.9,Rats,Sprague-Dawley,Sharp,in vitro,Supratrigeminal nucleus interneuron,Properties and interconnections of trigeminal interneurons of the lateral pontine reticular formation in the rat.,2001,http://www.ncbi.nlm.nih.gov/pubmed/11698544/,http://neuroelectro.org/data_table/955/,http://neuroelectro.org/article/34512/,Kolta A
-75.9,67.4,Mice,C57BL,Patch-clamp,in vitro,Thalamic reticular nucleus cell,Resilient RTN fast spiking in Kv3.1 null mice suggests redundancy in the action potential repolarization mechanism.,2002,http://www.ncbi.nlm.nih.gov/pubmed/11877504/,http://neuroelectro.org/data_table/943/,http://neuroelectro.org/article/5129/,Huguenard JR
-69.2,60.9,Rats,Sprague-Dawley,Patch-clamp,in vitro,Thalamic reticular nucleus cell,Focal cortical infarcts alter intrinsic excitability and synaptic excitation in the reticular thalamic nucleus.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20392967/,http://neuroelectro.org/data_table/1801/,http://neuroelectro.org/article/11742/,Huguenard JR
-65.8,,Rats,Wistar,Patch-clamp,in vitro,Thalamic reticular nucleus cell,Ca2+-dependent and Na+-dependent K+ conductances contribute to a slow AHP in thalamic paraventricular nucleus neurons: a novel target for orexin receptors.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20719929/,,http://neuroelectro.org/article/33796/,Renaud LP
-69.95,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Thalamic reticular nucleus cell,Heterogeneity of firing properties among rat thalamic reticular nucleus neurons.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17463035/,,http://neuroelectro.org/article/42364/,Cox CL
-56.28,,Rats,Sprague-Dawley,Sharp,in vitro,Thalamic reticular nucleus cell,Intrinsic properties of nucleus reticularis thalami neurones of the rat studied in vitro.,1989,http://www.ncbi.nlm.nih.gov/pubmed/2558172/,,http://neuroelectro.org/article/85547/,Spreafico R
-66.7,,Rats,Wistar,Patch-clamp,in vitro,Thalamus parafascicular nucleus neuron,Ca2+-dependent and Na+-dependent K+ conductances contribute to a slow AHP in thalamic paraventricular nucleus neurons: a novel target for orexin receptors.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20719929/,,http://neuroelectro.org/article/33796/,Renaud LP
-50.44,54.2,Rats,Sprague-Dawley,Patch-clamp,in vitro,Thalamus parafascicular nucleus neuron,Cholinergic responses and intrinsic membrane properties of developing thalamic parafascicular neurons.,2009,http://www.ncbi.nlm.nih.gov/pubmed/19474169/,http://neuroelectro.org/data_table/218/,http://neuroelectro.org/article/33883/,Garcia-Rill E
-67.5,66.5,Rats,Sprague-Dawley,Patch-clamp,in vitro,Thalamus parafascicular nucleus neuron,Two distinct populations of projection neurons in the rat lateral parafascicular thalamic nucleus and their cholinergic responsiveness.,2009,http://www.ncbi.nlm.nih.gov/pubmed/19393292/,http://neuroelectro.org/data_table/21224/,http://neuroelectro.org/article/78193/,Cox CL
-61.6,65.2,Rats,Long-Evans,Sharp,in vitro,Thalamus relay cell,Distinct firing properties of higher order thalamic relay neurons.,2003,http://www.ncbi.nlm.nih.gov/pubmed/12634282/,,http://neuroelectro.org/article/25599/,Guido W
-60.4,,Rats,Wistar,Patch-clamp,in vitro,Thalamus relay cell,Development of firing patterns and electrical properties in neurons of the rat ventrobasal thalamus.,1996,http://www.ncbi.nlm.nih.gov/pubmed/8852366/,,http://neuroelectro.org/article/27501/,Carlen PL
-67.05,,Rats,Sprague-Dawley,Sharp,in vitro,Thalamus relay cell,Dopamine modulates the responsivity of mediodorsal thalamic cells recorded in vitro.,1998,http://www.ncbi.nlm.nih.gov/pubmed/9852593/,http://neuroelectro.org/data_table/3333/; http://neuroelectro.org/data_table/3334/,http://neuroelectro.org/article/27735/,Grace AA
-68.3,,Rats,Wistar,Patch-clamp,in vitro,Thalamus relay cell,Ca2+-dependent and Na+-dependent K+ conductances contribute to a slow AHP in thalamic paraventricular nucleus neurons: a novel target for orexin receptors.,2010,http://www.ncbi.nlm.nih.gov/pubmed/20719929/,,http://neuroelectro.org/article/33796/,Renaud LP
-59.75,,Mice,C57BL,Patch-clamp,in vitro,Thalamus relay cell,Excitatory but not inhibitory synaptic transmission is reduced in lethargic (Cacnb4(lh)) and tottering (Cacna1atg) mouse thalami.,1999,http://www.ncbi.nlm.nih.gov/pubmed/10322048/,http://neuroelectro.org/data_table/1206/; http://neuroelectro.org/data_table/1207/,http://neuroelectro.org/article/34727/,Hosford DA
-59.84,,Mice,C57BL,Patch-clamp,in vitro,Thalamus relay cell,Synaptic properties of thalamic input to the subgranular layers of primary somatosensory and auditory cortices in the mouse.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21900553/,http://neuroelectro.org/data_table/1561/,http://neuroelectro.org/article/35091/,Sherman SM
-58.9,47.1,Rats,Wistar,Sharp,in vivo,Thalamus relay cell,Activity of ventral medial thalamic neurons during absence seizures and modulation of cortical paroxysms by the nigrothalamic pathway.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17251435/,http://neuroelectro.org/data_table/2239/,http://neuroelectro.org/article/36217/,Charpier S
-58.55,,Guinea Pigs,Guinea Pigs,Sharp,in vivo,Thalamus relay cell,In vivo intracellular responses of the medial geniculate neurones to acoustic stimuli in anaesthetized guinea pigs.,2004,http://www.ncbi.nlm.nih.gov/pubmed/15272038/,http://neuroelectro.org/data_table/9009/,http://neuroelectro.org/article/39711/,He J
-60,,Rats,Wistar,Sharp,in vitro,Thalamus relay cell,The ventral and dorsal lateral geniculate nucleus of the rat: intracellular recordings in vitro.,1987,http://www.ncbi.nlm.nih.gov/pubmed/3309264/,,http://neuroelectro.org/article/44985/,Pirchio M
-64,80,Guinea Pigs,Guinea Pigs,Sharp,in vitro,Thalamus relay cell,Electrophysiological properties of guinea-pig thalamic neurones: an in vitro study.,1984,http://www.ncbi.nlm.nih.gov/pubmed/6737292/,,http://neuroelectro.org/article/46161/,Llinás R
,,Rats,Sprague-Dawley,Patch-clamp,,Thalamus relay cell,Alterations in GABA(A) receptor mediated inhibition in adjacent dorsal midline thalamic nuclei in a rat model of chronic limbic epilepsy.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17855591/,http://neuroelectro.org/data_table/6315/,http://neuroelectro.org/article/47927/,Bertram EH
-63.5,60.4,Guinea Pigs,Guinea Pigs,Sharp,in vitro,Trigeminal nucleus motor neuron,Nitric oxide as an anterograde neurotransmitter in the trigeminal motor pool.,2002,http://www.ncbi.nlm.nih.gov/pubmed/12091571/,http://neuroelectro.org/data_table/915/,http://neuroelectro.org/article/34465/,Morales FR
,,Rats,Sprague-Dawley,Sharp,in vivo,Trigeminal nucleus motor neuron,Nociceptive craniofacial muscle primary afferent neurons synapse in both the rostral and caudal brain stem.,2007,http://www.ncbi.nlm.nih.gov/pubmed/17493918/,http://neuroelectro.org/data_table/11441/,http://neuroelectro.org/article/55051/,Ambalavanar R
-60.6,49.7,Xenopus,,Patch-clamp,in vivo,Trigeminal nucleus principal cell,Multisensory integration in mesencephalic trigeminal neurons in Xenopus tadpoles.,2009,http://www.ncbi.nlm.nih.gov/pubmed/19386750/,http://neuroelectro.org/data_table/224/,http://neuroelectro.org/article/33890/,Aizenman CD
-59.4,83.6,Turtles,,Patch-clamp,in vitro,Trochlear nucleus motoneurons,Morphology intrinsic membrane properties and rotation-evoked responses of trochlear motoneurons in the turtle.,2008,http://www.ncbi.nlm.nih.gov/pubmed/18160423/,http://neuroelectro.org/data_table/5446/,http://neuroelectro.org/article/11495/,Ariel M
-48.5,80.4,Rats,Fischer 344,Patch-clamp,in vitro,Ventral tegmental area dopamine neuron,Characterization of M-current in ventral tegmental area dopamine neurons.,2006,http://www.ncbi.nlm.nih.gov/pubmed/16394077/,http://neuroelectro.org/data_table/488/; http://neuroelectro.org/data_table/489/,http://neuroelectro.org/article/13615/,Appel SB
-55,56.3,Rats,Wistar,Patch-clamp,in vitro,Ventral tegmental area dopamine neuron,The mechanism of ethanol action on midbrain dopaminergic neuron firing: a dynamic-clamp study of the role of I(h) and GABAergic synaptic integration.,2011,http://www.ncbi.nlm.nih.gov/pubmed/21697445/,http://neuroelectro.org/data_table/52/,http://neuroelectro.org/article/26319/,Robinson HP
,52.65,Mice,C57BL,Patch-clamp,in vitro,Ventral tegmental area dopamine neuron,I(h) channels contribute to the different functional properties of identified dopaminergic subpopulations in the midbrain.,2002,http://www.ncbi.nlm.nih.gov/pubmed/11850457/,http://neuroelectro.org/data_table/2930/,http://neuroelectro.org/article/28476/,Roeper J
,68.5,Rats,Fischer 344,Patch-clamp,in vitro,Ventral tegmental area dopamine neuron,A-type K+ current of dopamine and GABA neurons in the ventral tegmental area.,2006,http://www.ncbi.nlm.nih.gov/pubmed/16611837/,http://neuroelectro.org/data_table/5675/,http://neuroelectro.org/article/32828/,Appel SB
,,Rats,Sprague-Dawley,Patch-clamp,in vitro,Ventral tegmental area dopamine neuron,Spontaneous activity and properties of two types of principal neurons from the ventral tegmental area of rat.,2005,http://www.ncbi.nlm.nih.gov/pubmed/15659533/,http://neuroelectro.org/data_table/628/,http://neuroelectro.org/article/34223/,Weight FF
-45,58,Rats,Sprague-Dawley,Patch-clamp,in vitro,Ventral tegmental area dopamine neuron,The ventral tegmental area revisited: is there an electrophysiological marker for dopaminergic neurons?,2006,http://www.ncbi.nlm.nih.gov/pubmed/16959856/,http://neuroelectro.org/data_table/9300/,http://neuroelectro.org/article/40636/,Fields HL
,,Rats,Sprague-Dawley,Sharp,in vivo,Ventral tegmental area dopamine neuron,Cannabinoid receptors in the bed nucleus of the stria terminalis control cortical excitation of midbrain dopamine cells in vivo.,2008,http://www.ncbi.nlm.nih.gov/pubmed/18923026/,http://neuroelectro.org/data_table/10856/,http://neuroelectro.org/article/57457/,Georges F
,72.3,Rats,Wistar,Patch-clamp,in vitro,Ventral tegmental area dopamine neuron,Nigral GABAergic inhibition upon mesencephalic dopaminergic cell groups in rats.,2004,http://www.ncbi.nlm.nih.gov/pubmed/15128394/,http://neuroelectro.org/data_table/16614/,http://neuroelectro.org/article/72902/,Takakusaki K
